tt3890160	7.6	483771
tt1856010	8.7	483175
tt0386676	8.9	482700
tt1663662	6.9	482359
tt0206634	7.9	481789
tt1411697	6.5	480116
tt1457767	7.5	478295
tt0454921	8	476966
tt2306299	8.5	476073
tt1408101	7.7	473558
tt2119532	8.1	473291
tt0242653	6.8	472475
tt1229238	7.4	471828
tt5027774	8.1	470598
tt0356910	6.5	470411
tt2872732	6.4	469955
tt0057012	8.4	469954
tt0289879	7.6	469095
tt0047396	8.5	468502
tt0087469	7.5	467688
tt0099487	7.9	465346
tt0790636	8	464139
tt1800241	7.2	463912
tt2948356	8	462242
tt0448157	6.4	462007
tt2179136	7.3	460692
tt0268380	7.5	459957
tt4972582	7.3	459615
tt0800080	6.6	459254
